nome,sexo,data,hora,especie,xestimate,yestimate,id_poligon,classe,classe_bin,peso,micropaisa,mapa_bin2_
1461,1,2013-07-09,14:23,2,321147,7459075,8,veg,MATA,73,1,            50.00000
1461,1,2013-07-09,14:38,2,321148,7459053,8,veg,MATA,73,1,            30.00000
1461,1,2013-07-09,15:08,2,321091,7459036,334,pasto,N_MATA,73,1,           -20.00000
1512,1,2013-08-25,07:29,2,319652,7458690,0,veg,MATA,78,2,            10.00000
1512,1,2013-08-25,07:07,2,319553,7458631,0,veg,MATA,78,2,            40.00000
1512,1,2013-08-25,06:52,2,319491,7458726,148,pasto,N_MATA,78,2,           -60.00000
1512,1,2013-08-23,09:23,2,319511,7458655,0,veg,MATA,78,2,            14.14210
1512,1,2013-08-23,08:42,2,319796,7458451,0,veg,MATA,78,2,           127.27900
1512,1,2013-08-23,08:12,2,319595,7458653,0,veg,MATA,78,2,            31.62280
1512,1,2013-08-23,07:57,2,319547,7458672,148,pasto,N_MATA,78,2,           -10.00000
1512,1,2013-08-23,07:12,2,319527,7458670,148,pasto,N_MATA,78,2,           -10.00000
1512,1,2013-08-23,06:57,2,319507,7458686,148,pasto,N_MATA,78,2,           -20.00000
1512,1,2013-08-23,06:42,2,319543,7458658,0,veg,MATA,78,2,            10.00000
1512,1,2013-08-23,16:29,2,319355,7458697,145,res,N_MATA,78,2,           -50.00000
1512,1,2013-08-23,16:14,2,319230,7458702,144,res,N_MATA,78,2,           -40.00000
1512,1,2013-08-23,15:59,2,319388,7458680,145,res,N_MATA,78,2,           -22.36070
1512,1,2013-08-23,15:44,2,318995,7458917,144,res,N_MATA,78,2,          -215.87000
1512,1,2013-08-23,15:14,2,319245,7458742,144,res,N_MATA,78,2,           -28.28430
1512,1,2013-08-23,14:57,2,318977,7458855,144,res,N_MATA,78,2,          -245.15300
1512,1,2013-08-23,14:42,2,319095,7458787,144,res,N_MATA,78,2,          -120.00000
1512,1,2013-08-23,14:27,2,319337,7458727,145,res,N_MATA,78,2,           -36.05550
1512,1,2013-08-23,14:12,2,319254,7458764,144,res,N_MATA,78,2,           -10.00000
1512_2,1,2013-09-20,6:46h,1,319394,7458748,145,res,N_MATA,94,2,           -58.30950
1512_2,1,2013-09-20,7:15h,1,319083,7458827,144,res,N_MATA,94,2,          -141.42100
1512_2,1,2013-09-20,7:35h,1,319281,7458628,0,veg,MATA,94,2,            41.23110
1512_2,1,2013-09-20,7:50h,1,318265,7458991,60,plant,N_MATA,94,2,          -143.17800
1512_2,1,2013-09-20,8:38h,1,319273,7458699,0,veg,MATA,94,2,            10.00000
1512_2,1,2013-09-20,8:56h,1,319282,7458626,0,veg,MATA,94,2,            41.23110
1512_2,1,2013-09-20,9:16h,1,319237,7458878,144,res,N_MATA,94,2,           -10.00000
1512_2,1,2013-09-20,9:30h,1,319228,7458867,144,res,N_MATA,94,2,           -10.00000
1512_2,1,2013-09-20,9:45h,1,319231,7458557,0,veg,MATA,94,2,            20.00000
1512_2,1,2013-11-15,8:13h,1,319105,7458641,144,res,N_MATA,94,2,          -123.69300
1512_2,1,2013-11-15,8:28h,1,319068,7458645,144,res,N_MATA,94,2,          -164.92400
1512_2,1,2013-11-15,9:58h,1,319088,7458611,144,res,N_MATA,94,2,          -134.16400
1512_2,1,2013-11-15,10:13,1,319120,7458625,144,res,N_MATA,94,2,          -111.80300
1512_3,1,2014-02-22,07:28,2,321158,7460134,75,plant,N_MATA,70,3,          -421.90000
1512_3,1,2014-02-22,10:23,2,320360,7460528,160,veg,MATA,70,3,            14.14210
1512_3,1,2014-02-22,10:40,2,320458,7460549,173,pasto,N_MATA,70,3,           -36.05550
1512_3,1,2014-02-22,11:10,2,320244,7460627,32,res,N_MATA,70,3,           -22.36070
1512_3,1,2014-02-22,13:10,2,320404,7460700,160,veg,MATA,70,3,            20.00000
1512_3,1,2014-02-22,13:25,2,321448,7460820,119,veg,MATA,70,3,            36.05550
1512_3,1,2014-02-22,13:40,2,320437,7460704,30,res,N_MATA,70,3,           -14.14210
1512_3,1,2014-02-22,13:55,2,320482,7460721,30,res,N_MATA,70,3,           -36.05550
1512_3,1,2014-02-22,14:10,2,320428,7460707,30,res,N_MATA,70,3,           -10.00000
1512_3,1,2014-03-02,07:10,2,320430,7460642,160,veg,MATA,70,3,            14.14210
1512_3,1,2014-03-02,07:20,2,320517,7460547,173,pasto,N_MATA,70,3,           -20.00000
